,CN,HT,SITREE,common_name,scientific_name
207775,15291632010497,20.0,108.0,interior live oak,Quercus wislizeni
203546,15293448010497,18.0,75.0,interior live oak,Quercus wislizeni
204480,15309823010497,29.0,132.0,interior live oak,Quercus wislizeni
207773,15291630010497,42.0,108.0,interior live oak,Quercus wislizeni
199802,15314735010497,30.0,85.0,interior live oak,Quercus wislizeni
209169,15344673010497,13.0,140.0,interior live oak,Quercus wislizeni
197251,15326720010497,37.0,80.0,interior live oak,Quercus wislizeni
209697,15377066010497,11.0,98.0,interior live oak,Quercus wislizeni
207770,15291627010497,20.0,108.0,interior live oak,Quercus wislizeni
211449,15356526010497,28.0,84.0,interior live oak,Quercus wislizeni
208816,15300949010497,28.0,71.0,interior live oak,Quercus wislizeni
204315,15309142010497,23.0,84.0,interior live oak,Quercus wislizeni
204298,15309125010497,40.0,84.0,interior live oak,Quercus wislizeni
203540,15293442010497,30.0,75.0,interior live oak,Quercus wislizeni
203309,15290670010497,45.0,91.0,interior live oak,Quercus wislizeni
207766,15291623010497,31.0,108.0,interior live oak,Quercus wislizeni
203550,15293452010497,18.0,75.0,interior live oak,Quercus wislizeni
207779,15291636010497,27.0,108.0,interior live oak,Quercus wislizeni
203567,15293469010497,13.0,75.0,interior live oak,Quercus wislizeni
203340,15290702010497,35.0,91.0,interior live oak,Quercus wislizeni
207791,15291648010497,32.0,108.0,interior live oak,Quercus wislizeni
211440,15356515010497,14.0,84.0,interior live oak,Quercus wislizeni
203568,15293470010497,34.0,75.0,interior live oak,Quercus wislizeni
206475,15325063010497,36.0,117.0,interior live oak,Quercus wislizeni
209164,15301656010497,36.0,104.0,interior live oak,Quercus wislizeni
207915,15291860010497,19.0,118.0,interior live oak,Quercus wislizeni
199814,15314747010497,30.0,85.0,interior live oak,Quercus wislizeni
203539,15293441010497,31.0,75.0,interior live oak,Quercus wislizeni
203552,15293454010497,14.0,75.0,interior live oak,Quercus wislizeni
197944,15369456010497,86.0,80.0,redwood,Sequoia sempervirens
197957,15369469010497,94.0,80.0,redwood,Sequoia sempervirens
197954,15369466010497,85.0,80.0,redwood,Sequoia sempervirens
197992,15319648010497,42.0,63.0,redwood,Sequoia sempervirens
197241,15304649010497,124.0,100.0,redwood,Sequoia sempervirens
198000,15319656010497,38.0,63.0,redwood,Sequoia sempervirens
196959,15305496010497,51.0,81.0,redwood,Sequoia sempervirens
197997,15319653010497,38.0,63.0,redwood,Sequoia sempervirens
196234,15295803010497,32.0,93.0,redwood,Sequoia sempervirens
206671,15650112010497,164.0,87.0,redwood,Sequoia sempervirens
197046,15326454010497,29.0,80.0,redwood,Sequoia sempervirens
197926,15369438010497,113.0,80.0,redwood,Sequoia sempervirens
196251,15295820010497,85.0,93.0,redwood,Sequoia sempervirens
197043,15326451010497,72.0,80.0,redwood,Sequoia sempervirens
195609,15296701010497,55.0,131.0,redwood,Sequoia sempervirens
206997,15313326010497,61.0,140.0,redwood,Sequoia sempervirens
196233,15295802010497,210.0,93.0,redwood,Sequoia sempervirens
196253,15295822010497,86.0,93.0,redwood,Sequoia sempervirens
196277,15295847010497,124.0,93.0,redwood,Sequoia sempervirens
206676,15650119010497,161.0,87.0,redwood,Sequoia sempervirens
197987,15319643010497,13.0,63.0,redwood,Sequoia sempervirens
196266,15295836010497,250.0,93.0,redwood,Sequoia sempervirens
196864,15304061010497,80.0,113.0,redwood,Sequoia sempervirens
197050,15326458010497,166.0,80.0,redwood,Sequoia sempervirens
197727,15326895010497,70.0,93.0,redwood,Sequoia sempervirens
207312,15314482010497,34.0,50.0,redwood,Sequoia sempervirens
197235,15304643010497,72.0,100.0,redwood,Sequoia sempervirens
195621,15296713010497,71.0,131.0,redwood,Sequoia sempervirens
196249,15295818010497,84.0,93.0,redwood,Sequoia sempervirens
197990,15319646010497,9.0,63.0,redwood,Sequoia sempervirens
196345,15294797010497,42.0,120.0,redwood,Sequoia sempervirens
194685,15292708010497,110.0,102.0,redwood,Sequoia sempervirens
195643,15296735010497,65.0,131.0,redwood,Sequoia sempervirens
206679,15650122010497,137.0,87.0,redwood,Sequoia sempervirens
196272,15295842010497,120.0,93.0,redwood,Sequoia sempervirens
194684,15292707010497,103.0,102.0,redwood,Sequoia sempervirens
206998,15313327010497,111.0,140.0,redwood,Sequoia sempervirens
197034,15326442010497,83.0,80.0,redwood,Sequoia sempervirens
197216,15304624010497,110.0,100.0,redwood,Sequoia sempervirens
206913,15313242010497,112.0,140.0,redwood,Sequoia sempervirens
197525,15302135010497,17.0,97.0,redwood,Sequoia sempervirens
207247,15314337010497,161.0,160.0,redwood,Sequoia sempervirens
196897,15305434010497,100.0,81.0,redwood,Sequoia sempervirens
196240,15295809010497,117.0,93.0,redwood,Sequoia sempervirens
197988,15319644010497,9.0,63.0,redwood,Sequoia sempervirens
195680,15295577010497,104.0,113.0,redwood,Sequoia sempervirens
196252,15295821010497,170.0,93.0,redwood,Sequoia sempervirens
196353,15294805010497,89.0,120.0,redwood,Sequoia sempervirens
195606,15296698010497,56.0,131.0,redwood,Sequoia sempervirens
197737,15304866010497,11.0,98.0,redwood,Sequoia sempervirens
207434,15314216010497,88.0,93.0,redwood,Sequoia sempervirens
195603,15296695010497,41.0,131.0,redwood,Sequoia sempervirens
195688,15295585010497,97.0,113.0,redwood,Sequoia sempervirens
196877,15304074010497,28.0,113.0,redwood,Sequoia sempervirens
197228,15304636010497,147.0,100.0,redwood,Sequoia sempervirens
196242,15295811010497,220.0,93.0,redwood,Sequoia sempervirens
197974,15369489010497,109.0,80.0,redwood,Sequoia sempervirens
197038,15326446010497,52.0,80.0,redwood,Sequoia sempervirens
195176,15292921010497,65.0,109.0,redwood,Sequoia sempervirens
197956,15369468010497,91.0,80.0,redwood,Sequoia sempervirens
196294,15295864010497,105.0,93.0,redwood,Sequoia sempervirens
197036,15326444010497,119.0,80.0,redwood,Sequoia sempervirens
197195,15304603010497,118.0,100.0,redwood,Sequoia sempervirens
207269,15314142010497,77.0,90.0,redwood,Sequoia sempervirens
197019,15326427010497,135.0,80.0,redwood,Sequoia sempervirens
195676,15295573010497,11.0,113.0,redwood,Sequoia sempervirens
197952,15369464010497,104.0,80.0,redwood,Sequoia sempervirens
197707,15326874010497,140.0,93.0,redwood,Sequoia sempervirens
207248,15314338010497,189.0,160.0,redwood,Sequoia sempervirens
206981,15313310010497,113.0,140.0,redwood,Sequoia sempervirens
197958,15369470010497,100.0,80.0,redwood,Sequoia sempervirens
196915,15305452010497,87.0,81.0,redwood,Sequoia sempervirens
196888,15304085010497,89.0,113.0,redwood,Sequoia sempervirens
196289,15295859010497,116.0,93.0,redwood,Sequoia sempervirens
196260,15295830010497,295.0,93.0,redwood,Sequoia sempervirens
207315,15314485010497,43.0,50.0,redwood,Sequoia sempervirens
196967,15305504010497,99.0,81.0,redwood,Sequoia sempervirens
206920,15313249010497,96.0,140.0,redwood,Sequoia sempervirens
195699,15295596010497,118.0,113.0,redwood,Sequoia sempervirens
207351,15358446010497,91.0,50.0,redwood,Sequoia sempervirens
197033,15326441010497,87.0,80.0,redwood,Sequoia sempervirens
196875,15304072010497,38.0,113.0,redwood,Sequoia sempervirens
197016,15326424010497,84.0,80.0,redwood,Sequoia sempervirens
195677,15295574010497,13.0,113.0,redwood,Sequoia sempervirens
197899,15319793010497,42.0,98.0,redwood,Sequoia sempervirens
196264,15295834010497,119.0,93.0,redwood,Sequoia sempervirens
197947,15369459010497,69.0,80.0,redwood,Sequoia sempervirens
197991,15319647010497,47.0,63.0,redwood,Sequoia sempervirens
197521,15302131010497,21.0,97.0,redwood,Sequoia sempervirens
197973,15369488010497,120.0,80.0,redwood,Sequoia sempervirens
207425,15314207010497,61.0,93.0,redwood,Sequoia sempervirens
197702,15326869010497,136.0,93.0,redwood,Sequoia sempervirens
197842,15303866010497,126.0,103.0,redwood,Sequoia sempervirens
206697,15650141010497,175.0,87.0,redwood,Sequoia sempervirens
196238,15295807010497,105.0,93.0,redwood,Sequoia sempervirens
196873,15304070010497,30.0,113.0,redwood,Sequoia sempervirens
197201,15304609010497,117.0,100.0,redwood,Sequoia sempervirens
207317,15314487010497,31.0,50.0,redwood,Sequoia sempervirens
196882,15304079010497,26.0,113.0,redwood,Sequoia sempervirens
195187,15292932010497,93.0,109.0,redwood,Sequoia sempervirens
