,CN,HT,SITREE,common_name,scientific_name
200514,15364133010497,23.0,28.0,Jeffrey pine,Pinus jeffreyi
204902,15311026010497,39.0,61.0,Jeffrey pine,Pinus jeffreyi
201574,15362485010497,15.0,29.0,Jeffrey pine,Pinus jeffreyi
205413,15353619010497,23.0,49.0,Jeffrey pine,Pinus jeffreyi
205570,15355766010497,41.0,71.0,Jeffrey pine,Pinus jeffreyi
209097,15301933010497,125.0,59.0,Jeffrey pine,Pinus jeffreyi
205072,15355312010497,27.0,72.0,Jeffrey pine,Pinus jeffreyi
205595,15355792010497,86.0,71.0,Jeffrey pine,Pinus jeffreyi
199001,15347095010497,69.0,72.0,Jeffrey pine,Pinus jeffreyi
195959,15337370010497,30.0,25.0,Jeffrey pine,Pinus jeffreyi
209497,15350081010497,31.0,62.0,Jeffrey pine,Pinus jeffreyi
199761,15359275010497,83.0,67.0,Jeffrey pine,Pinus jeffreyi
198677,15299359010497,48.0,59.0,Jeffrey pine,Pinus jeffreyi
209827,15377232010497,99.0,58.0,Jeffrey pine,Pinus jeffreyi
198664,15383464010497,90.0,79.0,Jeffrey pine,Pinus jeffreyi
209102,15301939010497,120.0,59.0,Jeffrey pine,Pinus jeffreyi
199021,15347132010497,63.0,72.0,Jeffrey pine,Pinus jeffreyi
200505,15364123010497,7.0,28.0,Jeffrey pine,Pinus jeffreyi
210388,15457899010497,102.0,44.0,Jeffrey pine,Pinus jeffreyi
205937,15361065010497,32.0,86.0,Jeffrey pine,Pinus jeffreyi
198672,15299350010497,38.0,59.0,Jeffrey pine,Pinus jeffreyi
210374,15457885010497,105.0,44.0,Jeffrey pine,Pinus jeffreyi
201595,15362508010497,20.0,29.0,Jeffrey pine,Pinus jeffreyi
210392,15457903010497,95.0,44.0,Jeffrey pine,Pinus jeffreyi
198648,15383448010497,88.0,79.0,Jeffrey pine,Pinus jeffreyi
201591,15362504010497,26.0,29.0,Jeffrey pine,Pinus jeffreyi
205567,15355763010497,43.0,71.0,Jeffrey pine,Pinus jeffreyi
207826,15329777010497,46.0,41.0,Jeffrey pine,Pinus jeffreyi
209521,15350105010497,67.0,62.0,Jeffrey pine,Pinus jeffreyi
198209,15341806010497,58.0,84.0,Jeffrey pine,Pinus jeffreyi
207531,15289977010497,90.0,23.0,Jeffrey pine,Pinus jeffreyi
205579,15355776010497,77.0,71.0,Jeffrey pine,Pinus jeffreyi
198997,15347091010497,63.0,72.0,Jeffrey pine,Pinus jeffreyi
207828,15329779010497,116.0,41.0,Jeffrey pine,Pinus jeffreyi
209496,15350080010497,39.0,62.0,Jeffrey pine,Pinus jeffreyi
207824,15329775010497,77.0,41.0,Jeffrey pine,Pinus jeffreyi
204271,15309462010497,67.0,33.0,Jeffrey pine,Pinus jeffreyi
207516,15289772010497,88.0,44.0,Jeffrey pine,Pinus jeffreyi
201588,15362501010497,43.0,29.0,Jeffrey pine,Pinus jeffreyi
205589,15355786010497,52.0,71.0,Jeffrey pine,Pinus jeffreyi
207520,15289780010497,36.0,44.0,Jeffrey pine,Pinus jeffreyi
198374,15341664010497,53.0,36.0,Jeffrey pine,Pinus jeffreyi
207817,15329767010497,56.0,41.0,Jeffrey pine,Pinus jeffreyi
204669,15352383010497,134.0,57.0,Jeffrey pine,Pinus jeffreyi
205568,15355764010497,38.0,71.0,Jeffrey pine,Pinus jeffreyi
200646,15363641010497,113.0,126.0,Jeffrey pine,Pinus jeffreyi
205086,15310785010497,83.0,56.0,Jeffrey pine,Pinus jeffreyi
198685,15298876010497,63.0,85.0,Jeffrey pine,Pinus jeffreyi
208919,15344048010497,83.0,54.0,Jeffrey pine,Pinus jeffreyi
210139,15377759010497,27.0,72.0,Jeffrey pine,Pinus jeffreyi
202164,15376312010497,28.0,36.0,Jeffrey pine,Pinus jeffreyi
210937,15379953010497,122.0,60.0,Jeffrey pine,Pinus jeffreyi
198992,15347086010497,65.0,72.0,Jeffrey pine,Pinus jeffreyi
198813,15306705010497,36.0,30.0,Jeffrey pine,Pinus jeffreyi
210089,15377917010497,67.0,59.0,Jeffrey pine,Pinus jeffreyi
205556,15355752010497,34.0,71.0,Jeffrey pine,Pinus jeffreyi
203911,15332386010497,105.0,87.0,Jeffrey pine,Pinus jeffreyi
210098,15377928010497,31.0,59.0,Jeffrey pine,Pinus jeffreyi
207825,15329776010497,38.0,41.0,Jeffrey pine,Pinus jeffreyi
204812,15384328010497,24.0,30.0,sugar pine,Pinus lambertiana
196757,15346710010497,135.0,54.0,sugar pine,Pinus lambertiana
208453,15333899010497,94.0,71.0,sugar pine,Pinus lambertiana
208946,15344075010497,116.0,54.0,sugar pine,Pinus lambertiana
202786,15651552010497,119.0,52.0,sugar pine,Pinus lambertiana
203486,15293681010497,156.0,77.0,sugar pine,Pinus lambertiana
199102,15306137010497,38.0,41.0,sugar pine,Pinus lambertiana
211089,15455616010497,199.0,68.0,sugar pine,Pinus lambertiana
200325,15363184010497,45.0,73.0,sugar pine,Pinus lambertiana
196725,15346678010497,103.0,54.0,sugar pine,Pinus lambertiana
208456,15333902010497,47.0,71.0,sugar pine,Pinus lambertiana
205777,15361741010497,12.0,20.0,sugar pine,Pinus lambertiana
206012,15320572010497,71.0,56.0,sugar pine,Pinus lambertiana
210421,15379452010497,143.0,54.0,sugar pine,Pinus lambertiana
199316,15360036010497,94.0,61.0,sugar pine,Pinus lambertiana
208451,15333897010497,72.0,71.0,sugar pine,Pinus lambertiana
210408,15379439010497,21.0,54.0,sugar pine,Pinus lambertiana
200824,15365421010497,175.0,58.0,sugar pine,Pinus lambertiana
203509,15293704010497,37.0,77.0,sugar pine,Pinus lambertiana
208440,15333886010497,132.0,71.0,sugar pine,Pinus lambertiana
204062,15298558010497,85.0,55.0,sugar pine,Pinus lambertiana
202121,15458546010497,93.0,38.0,sugar pine,Pinus lambertiana
199388,15315138010497,100.0,59.0,sugar pine,Pinus lambertiana
205389,15355518010497,59.0,44.0,sugar pine,Pinus lambertiana
206038,15320986010497,14.0,112.0,sugar pine,Pinus lambertiana
204827,15384343010497,12.0,30.0,sugar pine,Pinus lambertiana
208941,15344070010497,114.0,54.0,sugar pine,Pinus lambertiana
206037,15320985010497,50.0,112.0,sugar pine,Pinus lambertiana
208448,15333894010497,153.0,71.0,sugar pine,Pinus lambertiana
196755,15346708010497,118.0,54.0,sugar pine,Pinus lambertiana
208911,15344040010497,43.0,54.0,sugar pine,Pinus lambertiana
201721,15385319010497,118.0,67.0,sugar pine,Pinus lambertiana
209950,15376757010497,127.0,61.0,sugar pine,Pinus lambertiana
205676,15353903010497,102.0,59.0,sugar pine,Pinus lambertiana
211518,15356760010497,77.0,31.0,sugar pine,Pinus lambertiana
201449,15367440010497,138.0,58.0,sugar pine,Pinus lambertiana
203350,15291344010497,9.0,53.0,sugar pine,Pinus lambertiana
198614,15299082010497,10.0,51.0,sugar pine,Pinus lambertiana
208455,15333901010497,73.0,71.0,sugar pine,Pinus lambertiana
203695,15293179010497,50.0,75.0,sugar pine,Pinus lambertiana
209934,15376741010497,104.0,61.0,sugar pine,Pinus lambertiana
206450,15325300010497,132.0,69.0,sugar pine,Pinus lambertiana
203806,15332634010497,8.0,73.0,sugar pine,Pinus lambertiana
208020,15334475010497,164.0,86.0,sugar pine,Pinus lambertiana
203686,15293170010497,33.0,75.0,sugar pine,Pinus lambertiana
211063,15455590010497,169.0,68.0,sugar pine,Pinus lambertiana
199601,15316208010497,40.0,48.0,sugar pine,Pinus lambertiana
203688,15293172010497,71.0,75.0,sugar pine,Pinus lambertiana
208914,15344043010497,45.0,54.0,sugar pine,Pinus lambertiana
211049,15455576010497,208.0,68.0,sugar pine,Pinus lambertiana
202672,15376115010497,9.0,26.0,sugar pine,Pinus lambertiana
209908,15376715010497,102.0,61.0,sugar pine,Pinus lambertiana
199185,15315369010497,94.0,66.0,sugar pine,Pinus lambertiana
203495,15293690010497,162.0,77.0,sugar pine,Pinus lambertiana
207708,15290366010497,118.0,122.0,sugar pine,Pinus lambertiana
198637,15299105010497,29.0,51.0,sugar pine,Pinus lambertiana
206134,15370434010497,105.0,64.0,sugar pine,Pinus lambertiana
199507,15316902010497,65.0,76.0,sugar pine,Pinus lambertiana
207986,15334441010497,141.0,86.0,sugar pine,Pinus lambertiana
204865,15311194010497,76.0,38.0,sugar pine,Pinus lambertiana
206429,15325279010497,137.0,69.0,sugar pine,Pinus lambertiana
203513,15293708010497,75.0,77.0,sugar pine,Pinus lambertiana
209021,15343457010497,110.0,49.0,sugar pine,Pinus lambertiana
205993,15320551010497,101.0,56.0,sugar pine,Pinus lambertiana
204849,15650691010497,54.0,46.0,sugar pine,Pinus lambertiana
211069,15455596010497,165.0,68.0,sugar pine,Pinus lambertiana
205987,15320545010497,114.0,56.0,sugar pine,Pinus lambertiana
203691,15293175010497,48.0,75.0,sugar pine,Pinus lambertiana
206263,15321139010497,112.0,60.0,sugar pine,Pinus lambertiana
195956,15337367010497,42.0,25.0,sugar pine,Pinus lambertiana
208446,15333892010497,46.0,71.0,sugar pine,Pinus lambertiana
208010,15334465010497,149.0,86.0,sugar pine,Pinus lambertiana
211068,15455595010497,220.0,68.0,sugar pine,Pinus lambertiana
208969,15344098010497,103.0,54.0,sugar pine,Pinus lambertiana
199188,15315372010497,51.0,66.0,sugar pine,Pinus lambertiana
203499,15293694010497,149.0,77.0,sugar pine,Pinus lambertiana
209904,15376711010497,132.0,61.0,sugar pine,Pinus lambertiana
203664,15293148010497,111.0,75.0,sugar pine,Pinus lambertiana
204850,15650692010497,44.0,46.0,sugar pine,Pinus lambertiana
203037,15375830010497,91.0,50.0,sugar pine,Pinus lambertiana
200256,15318477010497,34.0,53.0,sugar pine,Pinus lambertiana
208195,15334257010497,38.0,43.0,sugar pine,Pinus lambertiana
204871,15311200010497,37.0,38.0,sugar pine,Pinus lambertiana
199179,15315363010497,103.0,66.0,sugar pine,Pinus lambertiana
208473,15333919010497,142.0,71.0,sugar pine,Pinus lambertiana
202652,15376093010497,37.0,26.0,sugar pine,Pinus lambertiana
204041,15298537010497,134.0,55.0,sugar pine,Pinus lambertiana
202740,15651477010497,135.0,52.0,sugar pine,Pinus lambertiana
204435,15384104010497,118.0,67.0,sugar pine,Pinus lambertiana
203705,15293189010497,46.0,75.0,sugar pine,Pinus lambertiana
200798,15317355010497,31.0,64.0,sugar pine,Pinus lambertiana
204814,15384330010497,24.0,30.0,sugar pine,Pinus lambertiana
211090,15455617010497,184.0,68.0,sugar pine,Pinus lambertiana
204868,15311197010497,61.0,38.0,sugar pine,Pinus lambertiana
208909,15344038010497,130.0,54.0,sugar pine,Pinus lambertiana
195954,15337365010497,26.0,25.0,sugar pine,Pinus lambertiana
210433,15379464010497,163.0,54.0,sugar pine,Pinus lambertiana
211529,15356771010497,88.0,31.0,sugar pine,Pinus lambertiana
196738,15346691010497,61.0,54.0,sugar pine,Pinus lambertiana
208996,15343432010497,106.0,49.0,sugar pine,Pinus lambertiana
209269,15302035010497,73.0,45.0,western white pine,Pinus monticola
208385,15383231010497,75.0,55.0,western white pine,Pinus monticola
208390,15383236010497,28.0,55.0,western white pine,Pinus monticola
204941,15354191010497,69.0,27.0,western white pine,Pinus monticola
199060,15383823010497,27.0,49.0,western white pine,Pinus monticola
208404,15383250010497,74.0,55.0,western white pine,Pinus monticola
207598,15328849010497,26.0,61.0,western white pine,Pinus monticola
210764,15324653010497,22.0,63.0,western white pine,Pinus monticola
209556,15349872010497,73.0,52.0,western white pine,Pinus monticola
207582,15328833010497,98.0,61.0,western white pine,Pinus monticola
208416,15383262010497,48.0,55.0,western white pine,Pinus monticola
208422,15383268010497,92.0,55.0,western white pine,Pinus monticola
210698,15380569010497,89.0,60.0,western white pine,Pinus monticola
202701,15376505010497,53.0,32.0,western white pine,Pinus monticola
208396,15383242010497,70.0,55.0,western white pine,Pinus monticola
204965,15354215010497,78.0,27.0,western white pine,Pinus monticola
209262,15302028010497,66.0,45.0,western white pine,Pinus monticola
208409,15383255010497,77.0,55.0,western white pine,Pinus monticola
208797,15344376010497,130.0,78.0,western white pine,Pinus monticola
211037,15328031010497,60.0,31.0,western white pine,Pinus monticola
210247,15455424010497,139.0,42.0,western white pine,Pinus monticola
204971,15354221010497,92.0,27.0,western white pine,Pinus monticola
210765,15324654010497,17.0,63.0,western white pine,Pinus monticola
204969,15354219010497,61.0,27.0,western white pine,Pinus monticola
204977,15354227010497,49.0,27.0,western white pine,Pinus monticola
200198,15366510010497,71.0,74.0,western white pine,Pinus monticola
199046,15383807010497,39.0,49.0,western white pine,Pinus monticola
203864,15333076010497,29.0,36.0,western white pine,Pinus monticola
202693,15376496010497,84.0,32.0,western white pine,Pinus monticola
208322,15336127010497,88.0,57.0,western white pine,Pinus monticola
208400,15383246010497,75.0,55.0,western white pine,Pinus monticola
210758,15324647010497,18.0,63.0,western white pine,Pinus monticola
209273,15302040010497,78.0,45.0,western white pine,Pinus monticola
209264,15302030010497,45.0,45.0,western white pine,Pinus monticola
210496,15381087010497,80.0,67.0,western white pine,Pinus monticola
208383,15383229010497,61.0,55.0,western white pine,Pinus monticola
200195,15366507010497,55.0,74.0,western white pine,Pinus monticola
210730,15380601010497,76.0,60.0,western white pine,Pinus monticola
208419,15383265010497,28.0,55.0,western white pine,Pinus monticola
208395,15383241010497,85.0,55.0,western white pine,Pinus monticola
207618,15329219010497,39.0,35.0,western white pine,Pinus monticola
199067,15383830010497,24.0,49.0,western white pine,Pinus monticola
204972,15354222010497,34.0,27.0,western white pine,Pinus monticola
209266,15302032010497,75.0,45.0,western white pine,Pinus monticola
200458,15366085010497,69.0,50.0,western white pine,Pinus monticola
205796,15317113010497,28.0,37.0,western white pine,Pinus monticola
200196,15366508010497,41.0,74.0,western white pine,Pinus monticola
194829,15330324010497,9.0,53.0,western white pine,Pinus monticola
209271,15302038010497,54.0,45.0,western white pine,Pinus monticola
210299,15378525010497,9.0,55.0,western white pine,Pinus monticola
203866,15333078010497,11.0,36.0,western white pine,Pinus monticola
204543,15351990010497,86.0,34.0,western white pine,Pinus monticola
209268,15302034010497,60.0,45.0,western white pine,Pinus monticola
208410,15383256010497,26.0,55.0,western white pine,Pinus monticola
209575,15349891010497,77.0,52.0,western white pine,Pinus monticola
209263,15302029010497,67.0,45.0,western white pine,Pinus monticola
207627,15329230010497,85.0,35.0,western white pine,Pinus monticola
210313,15378539010497,78.0,55.0,western white pine,Pinus monticola
208384,15383230010497,71.0,55.0,western white pine,Pinus monticola
208240,15335020010497,93.0,86.0,western white pine,Pinus monticola
208769,15344348010497,18.0,78.0,western white pine,Pinus monticola
210762,15324651010497,86.0,63.0,western white pine,Pinus monticola
200214,15366526010497,46.0,74.0,western white pine,Pinus monticola
210767,15324656010497,55.0,63.0,western white pine,Pinus monticola
199066,15383829010497,27.0,49.0,western white pine,Pinus monticola
208780,15344359010497,79.0,78.0,western white pine,Pinus monticola
208392,15383238010497,15.0,55.0,western white pine,Pinus monticola
209586,15349902010497,93.0,52.0,western white pine,Pinus monticola
208415,15383261010497,31.0,55.0,western white pine,Pinus monticola
209584,15349900010497,78.0,52.0,western white pine,Pinus monticola
208393,15383239010497,59.0,55.0,western white pine,Pinus monticola
209260,15302026010497,75.0,45.0,western white pine,Pinus monticola
209571,15349887010497,80.0,52.0,western white pine,Pinus monticola
209570,15349886010497,79.0,52.0,western white pine,Pinus monticola
194800,15330295010497,25.0,53.0,western white pine,Pinus monticola
209267,15302033010497,74.0,45.0,western white pine,Pinus monticola
209561,15349877010497,68.0,52.0,western white pine,Pinus monticola
207590,15328841010497,29.0,61.0,western white pine,Pinus monticola
209580,15349896010497,72.0,52.0,western white pine,Pinus monticola
208796,15344375010497,105.0,78.0,western white pine,Pinus monticola
208411,15383257010497,39.0,55.0,western white pine,Pinus monticola
211041,15328035010497,95.0,31.0,western white pine,Pinus monticola
204968,15354218010497,55.0,27.0,western white pine,Pinus monticola
204952,15354202010497,57.0,27.0,western white pine,Pinus monticola
210298,15378524010497,15.0,55.0,western white pine,Pinus monticola
209270,15302036010497,77.0,45.0,western white pine,Pinus monticola
208389,15383235010497,27.0,55.0,western white pine,Pinus monticola
207630,15329233010497,85.0,35.0,western white pine,Pinus monticola
210237,15455414010497,110.0,42.0,western white pine,Pinus monticola
205803,15317120010497,96.0,37.0,western white pine,Pinus monticola
209573,15349889010497,83.0,52.0,western white pine,Pinus monticola
202681,15376483010497,96.0,32.0,western white pine,Pinus monticola
202680,15376482010497,82.0,32.0,western white pine,Pinus monticola
202691,15376493010497,27.0,32.0,western white pine,Pinus monticola
209274,15302041010497,67.0,45.0,western white pine,Pinus monticola
209265,15302031010497,90.0,45.0,western white pine,Pinus monticola
210239,15455416010497,128.0,42.0,western white pine,Pinus monticola
204959,15354209010497,70.0,27.0,western white pine,Pinus monticola
208381,15383227010497,53.0,55.0,western white pine,Pinus monticola
209578,15349894010497,70.0,52.0,western white pine,Pinus monticola
198616,15299084010497,46.0,51.0,ponderosa pine,Pinus ponderosa
200312,15367688010497,10.0,43.0,ponderosa pine,Pinus ponderosa
198471,15341483010497,40.0,63.0,ponderosa pine,Pinus ponderosa
202616,15651183010497,145.0,49.0,ponderosa pine,Pinus ponderosa
198222,15299709010497,33.0,66.0,ponderosa pine,Pinus ponderosa
206021,15320969010497,107.0,112.0,ponderosa pine,Pinus ponderosa
206519,15382471010497,171.0,86.0,ponderosa pine,Pinus ponderosa
198785,15307049010497,52.0,69.0,ponderosa pine,Pinus ponderosa
199492,15358779010497,117.0,60.0,ponderosa pine,Pinus ponderosa
201204,15456710010497,135.0,65.0,ponderosa pine,Pinus ponderosa
198746,15307298010497,68.0,78.0,ponderosa pine,Pinus ponderosa
210868,15379774010497,10.0,89.0,ponderosa pine,Pinus ponderosa
198608,15299076010497,35.0,51.0,ponderosa pine,Pinus ponderosa
198604,15299072010497,21.0,51.0,ponderosa pine,Pinus ponderosa
201202,15456708010497,139.0,65.0,ponderosa pine,Pinus ponderosa
199287,15316589010497,15.0,95.0,ponderosa pine,Pinus ponderosa
199684,15316728010497,19.0,90.0,ponderosa pine,Pinus ponderosa
198914,15349400010497,65.0,63.0,ponderosa pine,Pinus ponderosa
199163,15347392010497,57.0,80.0,ponderosa pine,Pinus ponderosa
198622,15299090010497,48.0,51.0,ponderosa pine,Pinus ponderosa
198240,15299727010497,43.0,66.0,ponderosa pine,Pinus ponderosa
203353,15291347010497,25.0,53.0,ponderosa pine,Pinus ponderosa
198816,15306708010497,36.0,30.0,ponderosa pine,Pinus ponderosa
198524,15300042010497,51.0,33.0,ponderosa pine,Pinus ponderosa
204586,15352212010497,29.0,112.0,ponderosa pine,Pinus ponderosa
202800,15322070010497,79.0,38.0,ponderosa pine,Pinus ponderosa
206023,15320971010497,65.0,112.0,ponderosa pine,Pinus ponderosa
203703,15293187010497,132.0,75.0,ponderosa pine,Pinus ponderosa
210525,15379035010497,20.0,138.0,ponderosa pine,Pinus ponderosa
199144,15306180010497,50.0,41.0,ponderosa pine,Pinus ponderosa
199150,15347379010497,25.0,80.0,ponderosa pine,Pinus ponderosa
202756,15651522010497,147.0,52.0,ponderosa pine,Pinus ponderosa
199463,15358750010497,94.0,60.0,ponderosa pine,Pinus ponderosa
201205,15456711010497,27.0,65.0,ponderosa pine,Pinus ponderosa
202283,15652697010497,87.0,43.0,ponderosa pine,Pinus ponderosa
198198,15341795010497,84.0,84.0,ponderosa pine,Pinus ponderosa
198641,15341082010497,55.0,78.0,ponderosa pine,Pinus ponderosa
201370,15366925010497,40.0,93.0,ponderosa pine,Pinus ponderosa
199501,15358788010497,109.0,60.0,ponderosa pine,Pinus ponderosa
207919,15291865010497,71.0,118.0,ponderosa pine,Pinus ponderosa
199131,15306167010497,33.0,41.0,ponderosa pine,Pinus ponderosa
204793,15310096010497,30.0,110.0,ponderosa pine,Pinus ponderosa
199161,15347390010497,19.0,80.0,ponderosa pine,Pinus ponderosa
198493,15299574010497,17.0,92.0,ponderosa pine,Pinus ponderosa
201458,15317760010497,49.0,71.0,ponderosa pine,Pinus ponderosa
199132,15306168010497,34.0,41.0,ponderosa pine,Pinus ponderosa
198203,15341800010497,67.0,84.0,ponderosa pine,Pinus ponderosa
203839,15332201010497,139.0,69.0,ponderosa pine,Pinus ponderosa
200790,15318263010497,39.0,90.0,ponderosa pine,Pinus ponderosa
198274,15299761010497,38.0,66.0,ponderosa pine,Pinus ponderosa
198744,15307296010497,60.0,78.0,ponderosa pine,Pinus ponderosa
198818,15306710010497,25.0,30.0,ponderosa pine,Pinus ponderosa
202312,15385638010497,64.0,64.0,ponderosa pine,Pinus ponderosa
198710,15348386010497,18.0,88.0,ponderosa pine,Pinus ponderosa
199155,15347384010497,47.0,80.0,ponderosa pine,Pinus ponderosa
198956,15306380010497,33.0,78.0,ponderosa pine,Pinus ponderosa
198906,15306897010497,14.0,81.0,ponderosa pine,Pinus ponderosa
207863,15291943010497,41.0,51.0,ponderosa pine,Pinus ponderosa
198220,15299707010497,52.0,66.0,ponderosa pine,Pinus ponderosa
203776,15333634010497,136.0,50.0,ponderosa pine,Pinus ponderosa
198747,15307299010497,55.0,78.0,ponderosa pine,Pinus ponderosa
206521,15382473010497,184.0,86.0,ponderosa pine,Pinus ponderosa
203264,15329408010497,35.0,125.0,ponderosa pine,Pinus ponderosa
210532,15379043010497,21.0,138.0,ponderosa pine,Pinus ponderosa
203274,15329418010497,36.0,125.0,ponderosa pine,Pinus ponderosa
203676,15293160010497,77.0,75.0,ponderosa pine,Pinus ponderosa
198268,15299755010497,37.0,66.0,ponderosa pine,Pinus ponderosa
204818,15384334010497,14.0,30.0,ponderosa pine,Pinus ponderosa
201858,15375351010497,110.0,67.0,ponderosa pine,Pinus ponderosa
200968,15317567010497,20.0,58.0,ponderosa pine,Pinus ponderosa
204821,15384337010497,25.0,30.0,ponderosa pine,Pinus ponderosa
199094,15306129010497,48.0,41.0,ponderosa pine,Pinus ponderosa
198551,15300069010497,30.0,33.0,ponderosa pine,Pinus ponderosa
200421,15368273010497,78.0,64.0,ponderosa pine,Pinus ponderosa
209192,15344697010497,107.0,140.0,ponderosa pine,Pinus ponderosa
200314,15367690010497,55.0,43.0,ponderosa pine,Pinus ponderosa
199149,15347378010497,44.0,80.0,ponderosa pine,Pinus ponderosa
206396,15382249010497,99.0,158.0,ponderosa pine,Pinus ponderosa
206054,15321002010497,100.0,112.0,ponderosa pine,Pinus ponderosa
198489,15299570010497,51.0,92.0,ponderosa pine,Pinus ponderosa
200777,15318250010497,27.0,90.0,ponderosa pine,Pinus ponderosa
206369,15382222010497,101.0,158.0,ponderosa pine,Pinus ponderosa
202501,15322200010497,95.0,60.0,ponderosa pine,Pinus ponderosa
204521,15327451010497,59.0,60.0,ponderosa pine,Pinus ponderosa
200523,15365734010497,57.0,50.0,ponderosa pine,Pinus ponderosa
200333,15363196010497,60.0,73.0,ponderosa pine,Pinus ponderosa
206082,15370382010497,111.0,64.0,ponderosa pine,Pinus ponderosa
210536,15379047010497,27.0,138.0,ponderosa pine,Pinus ponderosa
197495,15327292010497,32.0,66.0,ponderosa pine,Pinus ponderosa
202807,15322079010497,35.0,38.0,ponderosa pine,Pinus ponderosa
210540,15379051010497,27.0,138.0,ponderosa pine,Pinus ponderosa
199159,15347388010497,23.0,80.0,ponderosa pine,Pinus ponderosa
202540,15651948010497,24.0,54.0,ponderosa pine,Pinus ponderosa
198778,15307042010497,80.0,69.0,ponderosa pine,Pinus ponderosa
210530,15379041010497,34.0,138.0,ponderosa pine,Pinus ponderosa
198720,15348398010497,11.0,88.0,ponderosa pine,Pinus ponderosa
198807,15306699010497,22.0,30.0,ponderosa pine,Pinus ponderosa
204582,15352208010497,28.0,112.0,ponderosa pine,Pinus ponderosa
204581,15352207010497,41.0,112.0,ponderosa pine,Pinus ponderosa
204567,15352193010497,56.0,112.0,ponderosa pine,Pinus ponderosa
201653,15321561010497,93.0,82.0,Douglas-fir,Pseudotsuga menziesii
201722,15385321010497,132.0,67.0,Douglas-fir,Pseudotsuga menziesii
203389,15290850010497,67.0,92.0,Douglas-fir,Pseudotsuga menziesii
196045,15294603010497,41.0,97.0,Douglas-fir,Pseudotsuga menziesii
199608,15316326010497,41.0,62.0,Douglas-fir,Pseudotsuga menziesii
205352,15355481010497,122.0,44.0,Douglas-fir,Pseudotsuga menziesii
196491,15338028010497,43.0,88.0,Douglas-fir,Pseudotsuga menziesii
202576,15372228010497,209.0,108.0,Douglas-fir,Pseudotsuga menziesii
199284,15316484010497,76.0,100.0,Douglas-fir,Pseudotsuga menziesii
202710,15373382010497,93.0,93.0,Douglas-fir,Pseudotsuga menziesii
201934,15652309010497,62.0,53.0,Douglas-fir,Pseudotsuga menziesii
203085,15374446010497,125.0,87.0,Douglas-fir,Pseudotsuga menziesii
199402,15315152010497,34.0,59.0,Douglas-fir,Pseudotsuga menziesii
202145,15321918010497,89.0,63.0,Douglas-fir,Pseudotsuga menziesii
201176,15368667010497,73.0,71.0,Douglas-fir,Pseudotsuga menziesii
200260,15318481010497,36.0,53.0,Douglas-fir,Pseudotsuga menziesii
204420,15384089010497,111.0,67.0,Douglas-fir,Pseudotsuga menziesii
202242,15652650010497,53.0,43.0,Douglas-fir,Pseudotsuga menziesii
197389,48717299010497,76.0,94.0,Douglas-fir,Pseudotsuga menziesii
196530,15338070010497,103.0,88.0,Douglas-fir,Pseudotsuga menziesii
194966,15330001010497,64.0,79.0,Douglas-fir,Pseudotsuga menziesii
196112,15296431010497,30.0,82.0,Douglas-fir,Pseudotsuga menziesii
197840,15303864010497,11.0,103.0,Douglas-fir,Pseudotsuga menziesii
196472,15338007010497,127.0,88.0,Douglas-fir,Pseudotsuga menziesii
195650,15296742010497,63.0,131.0,Douglas-fir,Pseudotsuga menziesii
196084,15296403010497,59.0,82.0,Douglas-fir,Pseudotsuga menziesii
195145,15292890010497,75.0,109.0,Douglas-fir,Pseudotsuga menziesii
204211,15308560010497,21.0,65.0,Douglas-fir,Pseudotsuga menziesii
196661,48717102010497,123.0,95.0,Douglas-fir,Pseudotsuga menziesii
195861,15296159010497,32.0,95.0,Douglas-fir,Pseudotsuga menziesii
201636,15321544010497,21.0,82.0,Douglas-fir,Pseudotsuga menziesii
201826,15385906010497,129.0,60.0,Douglas-fir,Pseudotsuga menziesii
201540,15368008010497,124.0,76.0,Douglas-fir,Pseudotsuga menziesii
202891,15373051010497,47.0,108.0,Douglas-fir,Pseudotsuga menziesii
199391,15315141010497,63.0,59.0,Douglas-fir,Pseudotsuga menziesii
202314,15385640010497,64.0,64.0,Douglas-fir,Pseudotsuga menziesii
195342,15331465010497,127.0,58.0,Douglas-fir,Pseudotsuga menziesii
205689,15353916010497,87.0,59.0,Douglas-fir,Pseudotsuga menziesii
202907,15373067010497,182.0,108.0,Douglas-fir,Pseudotsuga menziesii
196847,15304044010497,15.0,113.0,Douglas-fir,Pseudotsuga menziesii
205693,15353920010497,102.0,59.0,Douglas-fir,Pseudotsuga menziesii
195620,15296712010497,57.0,131.0,Douglas-fir,Pseudotsuga menziesii
201767,15371807010497,152.0,98.0,Douglas-fir,Pseudotsuga menziesii
197347,48717217010497,28.0,94.0,Douglas-fir,Pseudotsuga menziesii
205815,15361389010497,133.0,77.0,Douglas-fir,Pseudotsuga menziesii
203405,15290866010497,140.0,92.0,Douglas-fir,Pseudotsuga menziesii
196803,15327081010497,50.0,67.0,Douglas-fir,Pseudotsuga menziesii
201943,15652318010497,63.0,53.0,Douglas-fir,Pseudotsuga menziesii
197528,15302138010497,110.0,97.0,Douglas-fir,Pseudotsuga menziesii
201862,15375355010497,115.0,67.0,Douglas-fir,Pseudotsuga menziesii
204419,15384088010497,106.0,67.0,Douglas-fir,Pseudotsuga menziesii
207251,15314341010497,101.0,160.0,Douglas-fir,Pseudotsuga menziesii
